2022-04-08 15:01:53,620 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-04-08 15:01:53,656 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-04-08 15:01:53,656 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-04-08 15:01:53,660 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-04-08 15:01:53,660 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-04-08 15:01:53,660 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-04-08 15:01:53,665 INFO  SwAddin.cs: 201 - Setting up command manager
2022-04-08 15:01:53,665 INFO  SwAddin.cs: 204 - Adding command manager
2022-04-08 15:01:53,670 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-04-08 15:01:53,679 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-04-08 15:01:53,679 INFO  SwAddin.cs: 210 - Adding event handlers
2022-04-08 15:01:53,679 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-04-08 15:02:32,173 INFO  SwAddin.cs: 294 - Assembly export called for file rover_autonav
2022-04-08 15:02:34,027 INFO  SwAddin.cs: 313 - Saving assembly
2022-04-08 15:02:34,188 INFO  SwAddin.cs: 316 - Opening property manager
2022-04-08 15:02:34,223 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rover_autonav
2022-04-08 15:02:34,244 INFO  ExportHelperExtension.cs: 1136 - Found 49 in rover_autonav
2022-04-08 15:02:34,249 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in rover_autonav
2022-04-08 15:02:34,249 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-04-08 15:02:34,249 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2022-04-08 15:02:34,254 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Basic_Rover_Base-1
2022-04-08 15:02:34,254 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Basic_Rover_Base-1
2022-04-08 15:02:34,254 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Basic_Rover_Base-1
2022-04-08 15:02:34,259 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rover_Wheel-1
2022-04-08 15:02:34,259 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Rover_Wheel-1
2022-04-08 15:02:34,264 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rover_Wheel-1
2022-04-08 15:02:34,264 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rover_Wheel-2
2022-04-08 15:02:34,264 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Rover_Wheel-2
2022-04-08 15:02:34,268 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rover_Wheel-2
2022-04-08 15:02:34,269 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rover_Wheel-3
2022-04-08 15:02:34,274 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Rover_Wheel-3
2022-04-08 15:02:34,274 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rover_Wheel-3
2022-04-08 15:02:34,279 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rover_Wheel-4
2022-04-08 15:02:34,279 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Rover_Wheel-4
2022-04-08 15:02:34,279 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rover_Wheel-4
2022-04-08 15:02:34,284 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rover_autonav
2022-04-08 15:02:34,284 INFO  ExportHelperExtension.cs: 1136 - Found 49 in rover_autonav
2022-04-08 15:02:34,289 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [RefAxis] in rover_autonav
2022-04-08 15:02:34,289 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-04-08 15:02:34,289 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2022-04-08 15:02:34,294 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Basic_Rover_Base-1
2022-04-08 15:02:34,294 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Basic_Rover_Base-1
2022-04-08 15:02:34,294 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Basic_Rover_Base-1
2022-04-08 15:02:34,299 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Rover_Wheel-1
2022-04-08 15:02:34,349 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Rover_Wheel-1
2022-04-08 15:02:34,349 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Rover_Wheel-1
2022-04-08 15:02:34,349 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Rover_Wheel-2
2022-04-08 15:02:34,354 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Rover_Wheel-2
2022-04-08 15:02:34,354 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Rover_Wheel-2
